Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
24,182,0.21,11.4,184.89,4.17,4.52,3120.83,0.66,-0.1,-74.49,4657,0,0.11,291,1214,62.52,
25,170,0.2,11.19,185.7,4.19,4.52,3293.31,0.72,-0.1,-74.49,4628,0,0.11,283,1219,60.78,
26,160,0.19,11,186.46,4.2,4.52,3441.9,0.78,-0.1,-74.48,4607,0,0.11,276,1224,59.32,
27,149,0.18,10.79,187.13,4.22,4.52,3588.83,0.83,-0.1,-74.48,4590,0,0.11,269,1228,57.91,
28,139,0.17,10.59,187.76,4.23,4.52,3719.57,0.89,-0.1,-74.47,4577,0,0.11,263,1233,56.67,
29,129,0.17,10.4,188.32,4.25,4.52,3847.37,0.94,-0.1,-74.47,4567,0,0.11,256,1236,55.48,
30,119,0.17,10.22,188.73,4.26,4.52,3957.67,0.99,-0.1,-74.46,4560,0,0.11,251,1239,54.47,
31,109,0.17,10.06,189.19,4.27,4.52,4060.28,1.04,-0.1,-74.46,4556,0,0.11,245,1242,53.54,
32,100,0.17,9.9,189.6,4.27,4.52,4153.02,1.09,-0.1,-74.45,4554,0,0.11,240,1245,52.72,
33,90,0.18,9.74,189.97,4.28,4.52,4236.07,1.13,-0.1,-74.45,4554,0,0.11,235,1247,51.99,
34,81,0.19,9.6,190.29,4.29,4.52,4309.59,1.17,-0.1,-74.45,4555,0,0.1,230,1249,51.35,
35,72,0.19,9.45,190.57,4.3,4.52,4373.73,1.22,-0.1,-74.44,4557,0,0.1,225,1251,50.79,
36,64,0.19,9.31,190.8,4.3,4.52,4428.66,1.26,-0.1,-74.44,4559,0,0.1,221,1253,50.32,
37,56,0.2,9.18,190.96,4.31,4.52,4474.49,1.29,-0.1,-74.43,4562,0,0.1,218,1254,49.93,
38,48,0.19,9.06,191.12,4.31,4.52,4510.72,1.33,-0.1,-74.43,4564,0,0.1,215,1255,49.63,
39,42,0.16,9,191.24,4.31,4.52,4539.39,1.37,-0.1,-74.43,4566,0,0.1,212,1256,49.38,
40,36,0.11,9.07,191.32,4.31,4.52,4558.52,1.4,-0.1,-74.42,4567,0,0.1,210,1256,49.22,
41,33,0.06,9.29,191.37,4.31,4.52,4568.58,1.43,-0.1,-74.42,4568,0,0.1,209,1256,49.14,
42,32,0.03,9.54,191.37,4.31,4.52,4569.29,1.46,-0.1,-74.42,4568,0,0.1,208,1256,49.13,
43,34,0.03,9.5,191.34,4.31,4.52,4560.49,1.49,-0.1,-74.41,4568,0,0.1,208,1256,49.2,
44,39,0.05,9.53,191.28,4.31,4.52,4542.21,1.53,-0.1,-74.41,4567,0,0.1,209,1256,49.35,
45,45,0.1,9.68,191.17,4.31,4.52,4514.39,1.56,-0.1,-74.41,4567,0,0.1,209,1255,49.58,
46,51,0.17,9.73,191.02,4.31,4.52,4476.95,1.59,-0.1,-74.41,4567,0,0.1,210,1254,49.9,
47,58,0.24,9.72,190.83,4.3,4.52,4429.97,1.61,-0.1,-74.4,4566,0,0.1,210,1253,50.29,
48,65,0.32,9.69,190.6,4.3,4.52,4373.6,1.64,-0.1,-74.4,4564,0,0.1,209,1251,50.77,
49,73,0.39,9.64,190.32,4.29,4.52,4308.11,1.66,-0.1,-74.4,4560,0,0.1,209,1250,51.34,
50,80,0.44,9.56,190,4.28,4.52,4233.79,1.68,-0.1,-74.4,4553,0,0.1,208,1248,51.98,
51,88,0.47,9.39,189.71,4.28,4.52,4150.95,1.7,-0.1,-74.4,4542,0,0.1,207,1246,52.71,
52,95,0.47,9.17,189.32,4.27,4.52,4059.9,1.71,-0.1,-74.39,4527,0,0.1,207,1243,53.51,
53,103,0.47,8.96,188.89,4.26,4.52,3960.81,1.71,-0.1,-74.39,4510,0,0.1,207,1240,54.4,
54,111,0.49,8.77,188.41,4.25,4.52,3853.87,1.71,-0.1,-74.39,4488,0,0.1,207,1237,55.38,
55,118,0.51,8.57,187.9,4.24,4.52,3739.38,1.71,-0.1,-74.39,4461,0,0.1,208,1234,56.44,
56,126,0.52,8.34,187.34,4.22,4.52,3617.61,1.7,-0.1,-74.4,4430,0,0.1,209,1230,57.58,
57,133,0.53,8.13,186.74,4.21,4.52,3488.76,1.69,-0.1,-74.4,4393,0,0.1,209,1226,58.81,
58,140,0.55,7.91,186.22,4.2,4.52,3353.1,1.68,-0.1,-74.4,4351,0,0.1,210,1223,60.13,
59,147,0.58,7.71,185.55,4.18,4.52,3210.89,1.66,-0.1,-74.4,4302,0,0.1,211,1218,61.54,
60,154,0.65,7.59,184.83,4.17,4.52,3062.51,1.63,-0.1,-74.4,4244,0,0.1,212,1214,63.04,
61,160,0.75,7.57,184.06,4.15,4.52,2908.52,1.6,-0.1,-74.4,4173,0,0.1,212,1209,64.63,
62,166,0.81,7.46,183.22,4.13,4.52,2749.6,1.57,-0.1,-74.41,4090,0,0.1,212,1203,66.3,
63,171,0.81,7.16,182.54,4.12,4.52,2582.91,1.52,-0.1,-74.41,3997,0,0.13,211,1199,68.1,
64,177,0.82,6.87,181.62,4.09,4.52,2422.03,1.48,-0.1,-74.42,3903,0,0.23,211,1193,69.86,
65,182,0.87,6.65,180.67,4.07,4.52,2243.75,1.42,-0.1,-74.42,3789,0,0.5,211,1186,71.86,
66,186,0.91,6.34,179.9,4.06,4.52,2076.04,1.37,-0.1,-74.43,3672,0,1.09,210,1181,73.79,
67,191,0.92,6.06,178.89,4.03,4.52,1891.43,1.3,-0.1,-74.43,3537,0,2.55,210,1175,75.95,
68,193,1.55,11.12,178.05,4.01,4.52,1718.99,1.24,-0.1,-74.44,3375,0,6.76,209,1169,78.02,
69,193,1.71,12.67,177.02,3.99,4.52,1533.3,1.17,-0.1,-74.45,3159,0,14,208,1162,80.31,
70,195,1.54,10.37,175.95,3.97,4.52,1362.96,1.1,-0.1,-74.45,2970,0,19.41,207,1155,82.45,
71,196,1.56,9.74,174.89,3.94,4.52,1180.18,1.02,-0.11,-74.46,2745,0,24.73,206,1148,84.79,
72,197,1.47,8.47,174.06,3.92,4.52,1013.56,0.96,-0.11,-74.47,2542,0,28.85,206,1143,86.98,
73,197,1.55,8.71,172.99,3.9,4.52,838.83,0.89,-0.12,-74.47,2318,0,32.89,205,1136,89.32,
74,198,1.59,9.08,172.15,3.88,4.52,673.97,0.84,-0.12,-74.48,2096,0,36.49,204,1130,91.58,
75,198,1.66,9.48,171.13,3.86,4.52,506.01,0.79,-0.13,-74.49,1860,0,39.78,204,1124,93.93,
76,197,1.69,9.38,170.1,3.83,4.52,348.83,0.77,-0.14,-74.5,1629,0,42.47,204,1117,96.17,
77,197,1.74,9.54,169.11,3.81,4.52,190.17,0.76,-0.15,-74.51,1387,0,44.77,204,1110,98.48,
