Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure
1990,1866,0,0,180,0.98,18.65,200514.3,1879.24,0.09,-3.1,200808,199185,0.1,2100,1895,0
1991,1866,0,0,180,0.98,18.65,200515.93,1877.84,0.09,-2.97,200808,199185,0.1,2100,1895,0
1992,1866,0,0,180,0.98,18.65,200517.56,1876.44,0.09,-2.84,200808,199185,0.1,2100,1895,0
1993,1866,0,0,180,0.98,18.65,200519.18,1875.04,0.09,-2.7,200808,199185,0.1,2100,1895,0
1994,1866,0,0,180,0.98,18.65,200520.8,1873.64,0.09,-2.57,200808,199185,0.1,2100,1895,0
1995,1866,0,0,180,0.98,18.65,200522.42,1872.25,0.09,-2.44,200808,199185,0.1,2100,1895,0
1996,1866,0,0,180,0.98,18.65,200524.04,1870.85,0.09,-2.3,200808,199185,0.1,2100,1895,0
1997,1866,0,0,180,0.98,18.65,200525.65,1869.45,0.09,-2.17,200808,199185,0.1,2100,1895,0
1998,1866,0,0,180,0.98,18.65,200527.25,1868.05,0.09,-2.04,200808,199185,0.1,2100,1895,0
1999,1866,0,0,180,0.98,18.65,200528.85,1866.65,0.08,-1.9,200808,199185,0.1,2100,1895,0
2000,1866,0,0,180,0.98,18.65,200530.45,1865.25,0.08,-1.77,200808,199185,0.1,2100,1895,0
2001,1866,0,0,180,0.98,18.65,200532.05,1863.85,0.08,-1.63,200808,199185,0.1,2100,1895,0
2002,1866,0,0,180,0.98,18.65,200533.64,1862.45,0.08,-1.5,200808,199185,0.1,2100,1895,0
2003,1866,0,0,180,0.98,18.65,200535.23,1861.06,0.08,-1.37,200808,199185,0.1,2100,1895,0
2004,1866,0,0,180,0.98,18.65,200536.81,1859.66,0.08,-1.23,200808,199185,0.1,2100,1895,0
2005,1866,0,0,180,0.98,18.65,200538.39,1858.26,0.08,-1.1,200808,199185,0.1,2100,1895,0
2006,1866,0,0,180,0.98,18.65,200539.97,1856.86,0.08,-0.97,200808,199185,0.1,2100,1895,0
2007,1866,0,0,180,0.98,18.65,200541.54,1855.46,0.08,-0.83,200808,199185,0.1,2100,1895,0
2008,1866,0,0,180,0.98,18.65,200543.11,1854.06,0.08,-0.7,200808,199185,0.1,2100,1895,0
2009,1866,0,0,180,0.98,18.65,200544.68,1852.66,0.08,-0.57,200808,199185,0.1,2100,1895,0
2010,1866,0,0,180,0.98,18.65,200546.24,1851.26,0.08,-0.43,200808,199185,0.1,2100,1895,0
2011,1866,0,0,180,0.98,18.65,200547.8,1849.87,0.08,-0.3,200808,199185,0.1,2100,1895,0
2012,1866,0,0,180,0.98,18.65,200549.35,1848.47,0.08,-0.17,200808,199185,0.1,2100,1895,0
2013,1866,0,0,180,0.98,18.65,200550.9,1847.07,0.08,-0.03,200808,199185,0.1,2100,1895,0
2014,1866,0,0,180,0.98,18.65,200552.45,1845.67,0.08,0.1,200808,199185,0.1,2100,1895,0
2015,1866,0,0,180,0.98,18.65,200553.99,1844.27,0.08,0.24,200808,199185,0.1,2100,1895,0
2016,1866,0,0,180,0.98,18.65,200555.53,1842.87,0.08,0.37,200808,199185,0.1,2100,1895,0
2017,1866,0,0,180,0.98,18.65,200557.07,1841.47,0.08,0.5,200808,199185,0.1,2100,1895,0
2018,1866,0,0,180,0.98,18.65,200558.6,1840.07,0.08,0.64,200808,199185,0.1,2100,1895,0
2019,1866,0,0,180,0.98,18.65,200560.12,1838.68,0.08,0.77,200808,199185,0.1,2100,1895,0
2020,1866,0,0,180,0.98,18.65,200561.65,1837.28,0.08,0.9,200808,199185,0.1,2100,1895,0
2021,1866,0,0,180,0.98,18.65,200563.17,1835.88,0.08,1.04,200808,199185,0.1,2100,1895,0
2022,1866,0,0,180,0.98,18.65,200564.68,1834.48,0.08,1.17,200808,199185,0.1,2100,1895,0
2023,1866,0,0,180,0.98,18.65,200566.19,1833.08,0.08,1.3,200808,199185,0.1,2100,1895,0
2024,1866,0,0,180,0.98,18.65,200567.7,1831.68,0.08,1.44,200808,199185,0.1,2100,1895,0
2025,1866,0,0,180,0.98,18.65,200569.21,1830.28,0.08,1.57,200808,199185,0.1,2100,1895,0
2026,1866,0,0,180,0.98,18.65,200570.71,1828.89,0.08,1.7,200808,199185,0.1,2100,1895,0
2027,1866,0,0,180,0.98,18.65,200572.2,1827.49,0.08,1.84,200808,199185,0.1,2100,1895,0
2028,1866,0,0,180,0.98,18.65,200573.69,1826.09,0.08,1.97,200808,199185,0.1,2100,1895,0
2029,1866,0,0,180,0.98,18.65,200575.18,1824.69,0.08,2.1,200808,199185,0.1,2100,1895,0
2030,1866,0,0,180,0.98,18.65,200576.67,1823.29,0.08,2.24,200808,199185,0.1,2100,1895,0
2031,1866,0,0,180,0.98,18.65,200578.15,1821.89,0.08,2.37,200808,199185,0.1,2100,1895,0
2032,1866,0,0,180,0.98,18.65,200579.62,1820.49,0.08,2.51,200808,199185,0.1,2100,1895,0
2033,1866,0,0,180,0.98,18.65,200581.09,1819.1,0.08,2.64,200808,199185,0.1,2100,1895,0
2034,1866,0,0,180,0.98,18.65,200582.56,1817.7,0.08,2.77,200808,199185,0.1,2100,1895,0
2035,1866,0,0,180,0.98,18.65,200584.02,1816.3,0.08,2.91,200808,199185,0.1,2100,1895,0
2036,1866,0,0,180,0.98,18.65,200585.48,1814.9,0.08,3.04,200808,199185,0.1,2100,1895,0
2037,1866,0,0,180,0.98,18.65,200586.94,1813.5,0.08,3.17,200808,199185,0.1,2100,1895,0
2038,1866,0,0,180,0.98,18.65,200588.39,1812.1,0.08,3.31,200808,199185,0.1,2100,1895,0
2039,1866,0,0,180,0.98,18.65,200589.84,1810.7,0.08,3.44,200808,199185,0.1,2100,1895,0
2040,1866,0,0,180,0.98,18.65,200591.28,1809.31,0.08,3.57,200808,199185,0.1,2100,1895,0
2041,1866,0,0,180,0.98,18.65,200592.72,1807.91,0.08,3.71,200808,199185,0.1,2100,1895,0
2042,1866,0,0,180,0.98,18.65,200594.16,1806.51,0.08,3.84,200808,199185,0.1,2100,1895,0
2043,1866,0,0,180,0.98,18.65,200595.59,1805.11,0.08,3.97,200808,199185,0.1,2100,1895,0
2044,1866,0,0,180,0.98,18.65,200597.02,1803.71,0.08,4.11,200808,199185,0.1,2099,1895,0
2045,1866,0,0,180,0.98,18.65,200598.44,1802.31,0.08,4.24,200808,199185,0.1,2099,1895,0
2046,1866,0,0,180,0.98,18.65,200599.86,1800.91,0.08,4.38,200808,199185,0.1,2099,1895,0
2047,1866,0,0,180,0.98,18.65,200601.27,1799.52,0.08,4.51,200808,199185,0.1,2099,1895,0
2048,1866,0,0,180,0.98,18.65,200602.68,1798.12,0.08,4.64,200808,199185,0.1,2099,1895,0
2049,1866,0,0,180,0.98,18.65,200604.09,1796.72,0.08,4.78,200808,199185,0.1,2099,1895,0
2050,1866,0,0,180,0.98,18.65,200605.49,1795.32,0.08,4.91,200808,199185,0.1,2099,1895,0
2051,1866,0,0,180,0.98,18.65,200606.89,1793.92,0.08,5.04,200808,199185,0.1,2099,1895,0
2052,1866,0,0,180,0.98,18.65,200608.28,1792.52,0.08,5.18,200808,199185,0.1,2099,1895,0
2053,1866,0,0,180,0.98,18.65,200609.67,1791.13,0.08,5.31,200808,199185,0.1,2099,1895,0
2054,1866,0,0,180,0.98,18.65,200611.06,1789.73,0.08,5.44,200808,199185,0.1,2099,1895,0
2055,1866,0,0,180,0.98,18.65,200612.44,1788.33,0.08,5.58,200808,199185,0.1,2099,1895,0
2056,1866,0,0,180,0.98,18.65,200613.81,1786.93,0.08,5.71,200808,199185,0.1,2099,1895,0
2057,1866,0,0,180,0.98,18.65,200615.19,1785.53,0.08,5.84,200808,199185,0.1,2099,1895,0
2058,1866,0,0,180,0.98,18.65,200616.56,1784.13,0.08,5.98,200808,199185,0.1,2099,1895,0
2059,1866,0,0,180,0.98,18.65,200617.92,1782.73,0.08,6.11,200808,199185,0.1,2099,1895,0
2060,1866,0,0,180,0.98,18.65,200619.28,1781.34,0.08,6.24,200808,199185,0.1,2099,1895,0
2061,1866,0,0,180,0.98,18.65,200620.63,1779.94,0.08,6.38,200808,199185,0.1,2099,1895,0
2062,1866,0,0,180,0.98,18.65,200621.99,1778.54,0.08,6.51,200808,199185,0.1,2099,1895,0
2063,1866,0,0,180,0.98,18.65,200623.33,1777.14,0.07,6.65,200808,199185,0.1,2099,1895,0
2064,1866,0,0,180,0.98,18.65,200624.67,1775.74,0.07,6.78,200808,199185,0.1,2099,1895,0
2065,1866,0,0,180,0.98,18.65,200626.01,1774.34,0.07,6.91,200808,199185,0.1,2099,1895,0
2066,1866,0,0,180,0.98,18.65,200627.35,1772.95,0.07,7.05,200808,199185,0.1,2099,1895,0
2067,1866,0,0,180,0.98,18.65,200628.68,1771.55,0.07,7.18,200808,199185,0.1,2099,1895,0
2068,1866,0,0,180,0.98,18.65,200630,1770.15,0.07,7.31,200808,199185,0.1,2099,1895,0
2069,1866,0,0,180,0.98,18.65,200631.32,1768.75,0.07,7.45,200808,199185,0.1,2099,1895,0
2070,1866,0,0,180,0.98,18.65,200632.64,1767.35,0.07,7.58,200808,199185,0.1,2099,1895,0
2071,1866,0,0,180,0.98,18.65,200633.95,1765.95,0.07,7.71,200808,199185,0.1,2099,1895,0
2072,1866,0,0,180,0.98,18.65,200635.26,1764.56,0.07,7.85,200808,199185,0.1,2099,1895,0
2073,1866,0,0,180,0.98,18.65,200636.56,1763.16,0.07,7.98,200808,199185,0.1,2099,1895,0
2074,1866,0,0,180,0.98,18.65,200637.86,1761.76,0.07,8.11,200808,199185,0.1,2099,1895,0
2075,1866,0,0,180,0.98,18.65,200639.15,1760.36,0.07,8.25,200808,199185,0.1,2099,1895,0
2076,1866,0,0,180,0.98,18.65,200640.44,1758.96,0.07,8.38,200808,199185,0.1,2099,1895,0
2077,1866,0,0,180,0.98,18.65,200641.73,1757.56,0.07,8.51,200808,199185,0.1,2099,1895,0
2078,1866,0,0,180,0.98,18.65,200643.01,1756.17,0.07,8.65,200808,199185,0.1,2099,1895,0
2079,1866,0,0,180,0.98,18.65,200644.29,1754.77,0.07,8.78,200808,199185,0.1,2099,1895,0
2080,1866,0,0,180,0.98,18.65,200645.56,1753.37,0.07,8.92,200808,199185,0.1,2099,1895,0
2081,1866,0,0,180,0.98,18.65,200646.83,1751.97,0.07,9.05,200808,199185,0.1,2099,1895,0
2082,1866,0,0,180,0.98,18.65,200648.09,1750.57,0.07,9.18,200808,199185,0.1,2099,1895,0
2083,1866,0,0,180,0.98,18.65,200649.35,1749.17,0.07,9.32,200808,199185,0.1,2099,1895,0
2084,1866,0,0,180,0.98,18.65,200650.6,1747.78,0.07,9.45,200808,199185,0.1,2099,1895,0
2085,1866,0,0,180,0.98,18.65,200651.85,1746.38,0.07,9.58,200808,199185,0.1,2099,1895,0
2086,1866,0,0,180,0.98,18.65,200653.1,1744.98,0.07,9.72,200808,199185,0.1,2099,1895,0
2087,1866,0,0,180,0.98,18.65,200654.34,1743.58,0.07,9.85,200808,199185,0.1,2099,1895,0
2088,1866,0,0,180,0.98,18.65,200655.57,1742.18,0.07,9.98,200808,199185,0.1,2099,1895,0
2089,1866,0,0,180,0.98,18.65,200656.8,1740.78,0.07,10.12,200808,199185,0.1,2099,1895,0
2090,1866,0,0,180,0.98,18.65,200658.03,1739.39,0.07,10.25,200808,199185,0.1,2099,1895,0
2091,1866,0,0,180,0.98,18.65,200659.25,1737.99,0.07,10.38,200808,199185,0.1,2099,1895,0
2092,1866,0,0,180,0.98,18.65,200660.47,1736.59,0.07,10.52,200808,199185,0.1,2099,1895,0
2093,1866,0,0,180,0.98,18.65,200661.68,1735.19,0.07,10.65,200808,199185,0.1,2099,1895,0
2094,1866,0,0,180,0.98,18.65,200662.89,1733.79,0.07,10.78,200808,199185,0.1,2099,1895,0
2095,1866,0,0,180,0.98,18.65,200664.1,1732.39,0.07,10.92,200808,199185,0.1,2099,1895,0
2096,1866,0,0,180,0.98,18.65,200665.3,1731,0.07,11.05,200808,199185,0.1,2099,1895,0
2097,1866,0,0,180,0.98,18.65,200666.49,1729.6,0.07,11.19,200808,199185,0.1,2099,1895,0
2098,1866,0,0,180,0.98,18.65,200667.68,1728.2,0.07,11.32,200808,199185,0.1,2099,1895,0
2099,1866,0,0,180,0.98,18.65,200668.87,1726.8,0.07,11.45,200808,199185,0.1,2099,1895,0
2100,1866,0,0,180,0.98,18.65,200670.05,1725.4,0.07,11.59,200808,199185,0.1,2099,1895,0
2101,1866,0,0,180,0.98,18.65,200671.22,1724.01,0.07,11.72,200808,199185,0.1,2099,1895,0
2102,1866,0,0,180,0.98,18.65,200672.4,1722.61,0.07,11.85,200808,199185,0.1,2099,1895,0
2103,1866,0,0,180,0.98,18.65,200673.56,1721.21,0.07,11.99,200808,199185,0.1,2099,1895,0
2104,1866,0,0,180,0.98,18.65,200674.73,1719.81,0.07,12.12,200808,199185,0.1,2099,1895,0
2105,1866,0,0,180,0.98,18.65,200675.88,1718.41,0.07,12.25,200808,199185,0.1,2099,1895,0
2106,1866,0,0,180,0.98,18.65,200677.04,1717.01,0.07,12.39,200808,199185,0.1,2099,1895,0
2107,1866,0,0,180,0.98,18.65,200678.18,1715.62,0.07,12.52,200808,199185,0.1,2099,1895,0
2108,1866,0,0,180,0.98,18.65,200679.33,1714.22,0.07,12.65,200808,199185,0.1,2099,1895,0
2109,1866,0,0,180,0.98,18.65,200680.47,1712.82,0.07,12.79,200808,199185,0.1,2099,1895,0
2110,1866,0,0,180,0.98,18.65,200681.6,1711.42,0.07,12.92,200808,199185,0.1,2099,1895,0
2111,1866,0,0,180,0.98,18.65,200682.73,1710.02,0.07,13.05,200808,199185,0.1,2099,1895,0
2112,1866,0,0,180,0.98,18.65,200683.86,1708.63,0.07,13.19,200808,199185,0.1,2099,1895,0
2113,1866,0,0,180,0.98,18.65,200684.98,1707.23,0.07,13.32,200808,199185,0.1,2099,1895,0
2114,1866,0,0,180,0.98,18.65,200686.09,1705.83,0.07,13.46,200808,199185,0.1,2099,1895,0
2115,1866,0,0,180,0.98,18.65,200687.2,1704.43,0.07,13.59,200808,199185,0.1,2099,1895,0
2116,1866,0,0,180,0.98,18.65,200688.31,1703.03,0.06,13.72,200808,199185,0.1,2099,1895,0
2117,1866,0,0,180,0.98,18.65,200689.41,1701.63,0.06,13.86,200808,199185,0.1,2099,1895,0
2118,1866,0,0,180,0.98,18.65,200690.5,1700.24,0.06,13.99,200808,199185,0.1,2099,1895,0
2119,1866,0,0,180,0.98,18.65,200691.6,1698.84,0.06,14.12,200808,199185,0.1,2099,1895,0
2120,1866,0,0,180,0.98,18.65,200692.68,1697.44,0.06,14.26,200808,199185,0.1,2099,1895,0
2121,1866,0,0,180,0.98,18.65,200693.76,1696.04,0.06,14.39,200808,199185,0.1,2099,1895,0
2122,1866,0,0,180,0.98,18.65,200694.84,1694.64,0.06,14.52,200808,199185,0.1,2099,1895,0
2123,1866,0,0,180,0.98,18.65,200695.91,1693.25,0.06,14.66,200808,199185,0.1,2099,1895,0
2124,1866,0,0,180,0.98,18.65,200696.98,1691.85,0.06,14.79,200808,199185,0.1,2099,1895,0
2125,1866,0,0,180,0.98,18.65,200698.04,1690.45,0.06,14.92,200808,199185,0.1,2099,1895,0
2126,1866,0,0,180,0.98,18.65,200699.1,1689.05,0.06,15.06,200808,199185,0.1,2099,1895,0
2127,1866,0,0,180,0.98,18.65,200700.15,1687.65,0.06,15.19,200808,199185,0.1,2099,1895,0
2128,1866,0,0,180,0.98,18.65,200701.2,1686.26,0.06,15.32,200808,199185,0.1,2099,1895,0
2129,1866,0,0,180,0.98,18.65,200702.25,1684.86,0.06,15.46,200808,199185,0.1,2099,1895,0
2130,1866,0,0,180,0.98,18.65,200703.28,1683.46,0.06,15.59,200808,199185,0.1,2099,1895,0
2131,1866,0,0,180,0.98,18.65,200704.32,1682.06,0.06,15.72,200808,199185,0.1,2099,1895,0
2132,1866,0,0,180,0.98,18.65,200705.35,1680.66,0.06,15.86,200808,199185,0.1,2099,1895,0
2133,1866,0,0,180,0.98,18.65,200706.37,1679.26,0.06,15.99,200808,199185,0.1,2099,1895,0
2134,1866,0,0,180,0.98,18.65,200707.39,1677.87,0.06,16.13,200808,199185,0.1,2099,1895,0
2135,1866,0,0,180,0.98,18.65,200708.4,1676.47,0.06,16.26,200808,199185,0.1,2099,1895,0
2136,1866,0,0,180,0.98,18.65,200709.41,1675.07,0.06,16.39,200808,199185,0.1,2099,1895,0
2137,1866,0,0,180,0.98,18.65,200710.42,1673.67,0.06,16.53,200808,199185,0.1,2099,1895,0
2138,1866,0,0,180,0.98,18.65,200711.41,1672.27,0.06,16.66,200808,199185,0.1,2099,1895,0
2139,1866,0,0,180,0.98,18.65,200712.41,1670.88,0.06,16.79,200808,199185,0.1,2099,1895,0
2140,1866,0,0,180,0.98,18.65,200713.4,1669.48,0.06,16.93,200808,199185,0.1,2099,1895,0
2141,1866,0,0,180,0.98,18.65,200714.38,1668.08,0.06,17.06,200808,199185,0.1,2099,1895,0
2142,1866,0,0,180,0.98,18.65,200715.36,1666.68,0.06,17.19,200808,199185,0.1,2099,1895,0
2143,1866,0,0,180,0.98,18.65,200716.34,1665.28,0.06,17.33,200808,199185,0.1,2099,1895,0
2144,1866,0,0,180,0.98,18.65,200717.31,1663.89,0.06,17.46,200808,199185,0.1,2099,1895,0
2145,1866,0,0,180,0.98,18.65,200718.27,1662.49,0.06,17.59,200808,199185,0.1,2099,1895,0
2146,1866,0,0,180,0.98,18.65,200719.23,1661.09,0.06,17.73,200808,199185,0.1,2099,1895,0
2147,1866,0,0,180,0.98,18.65,200720.19,1659.69,0.06,17.86,200808,199185,0.1,2099,1895,0
2148,1866,0,0,180,0.98,18.65,200721.13,1658.29,0.06,17.99,200808,199185,0.1,2099,1895,0
2149,1866,0,0,180,0.98,18.65,200722.08,1656.9,0.06,18.13,200808,199185,0.1,2099,1895,0
2150,1866,0,0,180,0.98,18.65,200723.02,1655.5,0.06,18.26,200808,199185,0.1,2099,1895,0
2151,1866,0,0,180,0.98,18.65,200723.95,1654.1,0.06,18.4,200808,199185,0.1,2099,1895,0
2152,1866,0,0,180,0.98,18.65,200724.88,1652.7,0.06,18.53,200808,199185,0.1,2099,1895,0
2153,1866,0,0,180,0.98,18.65,200725.81,1651.3,0.06,18.66,200808,199185,0.1,2099,1895,0
2154,1866,0,0,180,0.98,18.65,200726.73,1649.91,0.06,18.8,200808,199185,0.1,2099,1895,0
2155,1866,0,0,180,0.98,18.65,200727.64,1648.51,0.06,18.93,200808,199185,0.1,2099,1895,0
2156,1866,0,0,180,0.98,18.65,200728.55,1647.11,0.06,19.06,200808,199185,0.1,2099,1895,0
2157,1866,0,0,180,0.98,18.65,200729.46,1645.71,0.06,19.2,200808,199185,0.1,2099,1895,0
2158,1866,0,0,180,0.98,18.65,200730.36,1644.31,0.06,19.33,200808,199185,0.1,2099,1895,0
2159,1866,0,0,180,0.98,18.65,200731.25,1642.92,0.06,19.46,200808,199185,0.1,2099,1895,0
2160,1866,0,0,180,0.98,18.65,200732.14,1641.52,0.06,19.6,200808,199185,0.1,2099,1895,0
2161,1866,0,0,180,0.98,18.65,200733.02,1640.12,0.06,19.73,200808,199185,0.1,2099,1895,0
2162,1866,0,0,180,0.98,18.65,200733.9,1638.72,0.06,19.86,200808,199185,0.1,2099,1895,0
2163,1866,0,0,180,0.98,18.65,200734.78,1637.32,0.06,20,200808,199185,0.1,2099,1895,0
2164,1866,0,0,180,0.98,18.65,200735.65,1635.93,0.05,20.13,200808,199185,0.1,2099,1895,0
2165,1866,0,0,180,0.98,18.65,200736.51,1634.53,0.05,20.26,200808,199185,0.1,2099,1895,0
2166,1866,0,0,180,0.98,18.65,200737.37,1633.13,0.05,20.4,200808,199185,0.1,2099,1895,0
2167,1866,0,0,180,0.98,18.65,200738.22,1631.73,0.05,20.53,200808,199185,0.1,2099,1895,0
2168,1866,0,0,180,0.98,18.65,200739.07,1630.33,0.05,20.66,200808,199185,0.1,2099,1895,0
2169,1866,0,0,180,0.98,18.65,200739.91,1628.94,0.05,20.8,200808,199185,0.1,2099,1895,0
2170,1866,0,0,180,0.98,18.65,200740.75,1627.54,0.05,20.93,200808,199185,0.1,2099,1895,0
2171,1866,0,0,180,0.98,18.65,200741.59,1626.14,0.05,21.06,200808,199185,0.1,2099,1895,0
2172,1866,0,0,180,0.98,18.65,200742.41,1624.74,0.05,21.2,200808,199185,0.1,2099,1895,0
2173,1866,0,0,180,0.98,18.65,200743.24,1623.35,0.05,21.33,200808,199185,0.1,2099,1895,0
2174,1866,0,0,180,0.98,18.65,200744.05,1621.95,0.05,21.47,200808,199185,0.1,2099,1895,0
2175,1866,0,0,180,0.98,18.65,200744.87,1620.55,0.05,21.6,200808,199185,0.1,2099,1895,0
2176,1866,0,0,180,0.98,18.65,200745.68,1619.15,0.05,21.73,200808,199185,0.1,2099,1895,0
2177,1866,0,0,180,0.98,18.65,200746.48,1617.75,0.05,21.87,200808,199185,0.1,2099,1895,0
2178,1866,0,0,180,0.98,18.65,200747.27,1616.36,0.05,22,200808,199185,0.1,2099,1895,0
2179,1866,0,0,180,0.98,18.65,200748.07,1614.96,0.05,22.13,200808,199185,0.1,2099,1895,0
2180,1866,0,0,180,0.98,18.65,200748.85,1613.56,0.05,22.27,200808,199185,0.1,2099,1895,0
2181,1866,0,0,180,0.98,18.65,200749.64,1612.16,0.05,22.4,200808,199185,0.1,2099,1895,0
2182,1866,0,0,180,0.98,18.65,200750.41,1610.76,0.05,22.53,200808,199185,0.1,2099,1895,0
2183,1866,0,0,180,0.98,18.65,200751.18,1609.37,0.05,22.67,200808,199185,0.1,2099,1895,0
2184,1866,0,0,180,0.98,18.65,200751.95,1607.97,0.05,22.8,200808,199185,0.1,2099,1895,0
2185,1866,0,0,180,0.98,18.65,200752.71,1606.57,0.05,22.93,200808,199185,0.1,2099,1895,0
2186,1866,0,0,180,0.98,18.65,200753.47,1605.17,0.05,23.07,200808,199185,0.1,2099,1895,0
2187,1866,0,0,180,0.98,18.65,200754.22,1603.77,0.05,23.2,200808,199185,0.1,2099,1895,0
2188,1866,0,0,180,0.98,18.65,200754.96,1602.38,0.05,23.33,200808,199185,0.1,2099,1895,0
2189,1866,0,0,180,0.98,18.65,200755.7,1600.98,0.05,23.47,200808,199185,0.1,2099,1895,0
2190,1866,0,0,180,0.98,18.65,200756.44,1599.58,0.05,23.6,200808,199185,0.1,2099,1895,0
2191,1866,0,0,180,0.98,18.65,200757.17,1598.18,0.05,23.73,200808,199185,0.1,2099,1895,0
2192,1866,0,0,180,0.98,18.65,200757.89,1596.78,0.05,23.87,200808,199185,0.1,2099,1895,0
2193,1866,0,0,180,0.98,18.65,200758.61,1595.39,0.05,24,200808,199185,0.1,2099,1895,0
2194,1866,0,0,180,0.98,18.65,200759.32,1593.99,0.05,24.14,200808,199185,0.1,2099,1895,0
2195,1866,0,0,180,0.98,18.65,200760.03,1592.59,0.05,24.27,200808,199185,0.1,2099,1895,0
2196,1866,0,0,180,0.98,18.65,200760.74,1591.19,0.05,24.4,200808,199185,0.1,2099,1895,0
2197,1866,0,0,180,0.98,18.65,200761.43,1589.8,0.05,24.54,200808,199185,0.1,2099,1895,0
2198,1866,0,0,180,0.98,18.65,200762.13,1588.4,0.05,24.67,200808,199185,0.1,2099,1895,0
2199,1866,0,0,180,0.98,18.65,200762.81,1587,0.05,24.8,200808,199185,0.1,2099,1895,0
2200,1866,0,0,180,0.98,18.65,200763.5,1585.6,0.05,24.94,200808,199185,0.1,2099,1895,0
2201,1866,0,0,180,0.98,18.65,200764.17,1584.2,0.05,25.07,200808,199185,0.1,2099,1895,0
2202,1866,0,0,180,0.98,18.65,200764.84,1582.81,0.05,25.2,200808,199185,0.1,2099,1895,0
2203,1866,0,0,180,0.98,18.65,200765.51,1581.41,0.05,25.34,200808,199185,0.1,2099,1895,0
2204,1866,0,0,180,0.98,18.65,200766.17,1580.01,0.05,25.47,200808,199185,0.1,2099,1895,0
2205,1866,0,0,180,0.98,18.65,200766.83,1578.61,0.05,25.6,200808,199185,0.1,2099,1895,0
