Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
295,872,0.03,7.99,0,0,0.99,47532.9,87.27,-0.15,-66.22,88585,0,0.27,970,0,0.02,
296,879,0.03,7.97,0,0,0.99,46778.19,87.62,-0.15,-66.19,88552,0,0.27,977,0,0.03,
297,887,0.04,7.95,0,0,0.99,45952.66,87.99,-0.15,-66.16,88513,0,0.27,983,0,0.03,
298,893,0.04,7.93,0,0,0.99,45183.33,88.33,-0.15,-66.12,88471,0,0.27,990,0,0.03,
299,901,0.05,7.9,0,0,0.99,44358.27,88.7,-0.15,-66.09,88420,0,0.27,996,0,0.04,
300,908,0.06,7.87,0,0,0.99,43558.16,89.06,-0.15,-66.05,88364,0,0.27,1003,0,0.05,
301,915,0.06,7.82,0,0,0.99,42717.73,89.43,-0.15,-66.02,88297,0,0.27,1009,0,0.05,
302,922,0.07,7.76,0,0,0.99,41886.26,89.79,-0.15,-65.98,88222,0,0.27,1015,0,0.06,
303,929,0.08,7.7,0,0,0.99,41047.39,90.16,-0.15,-65.95,88135,0,0.27,1022,0,0.07,
304,936,0.09,7.61,0,0,0.99,40201.19,90.53,-0.15,-65.91,88034,0,0.27,1028,0,0.08,
305,943,0.11,7.5,0,0,0.99,39347.76,90.89,-0.15,-65.88,87918,0,0.27,1034,0,0.09,
306,949,0.13,7.38,0,0,0.99,38487.2,91.26,-0.15,-65.84,87782,0,0.27,1040,0,0.1,
307,956,0.15,7.22,0,0,0.99,37619.67,91.63,-0.15,-65.81,87622,0,0.27,1046,0,0.11,
308,962,0.17,7.02,0,0,0.99,36745.33,92,-0.15,-65.77,87434,0,0.27,1052,0,0.13,
309,968,0.2,6.77,0,0,0.99,35864.38,92.37,-0.15,-65.74,87209,0,0.27,1057,0,0.15,
310,974,0.24,6.48,0,0,0.99,34994.92,92.74,-0.15,-65.7,86948,0,0.27,1062,0,0.17,
311,979,0.29,6.11,0,0,0.99,34065.94,93.13,-0.15,-65.66,86615,0,0.27,1067,0,0.2,
312,984,0.34,5.7,0,0,0.99,33203.03,93.49,-0.15,-65.63,86248,0,0.27,1071,0,0.23,
313,988,0.4,5.22,0,0,0.99,32281.01,93.87,-0.15,-65.59,85785,0,0.27,1075,0,0.27,
314,992,0.48,4.68,0,0,0.99,31372.47,94.24,-0.16,-65.56,85242,0,0.27,1078,0,0.32,
315,995,0.57,4.09,0,0,0.99,30460.05,94.61,-0.16,-65.52,84595,0,0.27,1080,0,0.37,
316,996,0.68,3.52,0,0,0.99,29544.59,94.99,-0.16,-65.49,83820,0,0.27,1082,0,0.43,
317,997,0.81,3.18,0,0,0.99,28627.1,95.36,-0.16,-65.45,82893,0,0.27,1082,0,0.51,
318,996,0.97,3.43,0,0,0.99,27708.83,95.73,-0.16,-65.42,81786,0,0.27,1080,0,0.6,
319,994,1.16,4.45,0,0,0.99,26791.25,96.1,-0.16,-65.38,80470,0,0.27,1077,0,0.71,
320,989,1.38,6.1,0,0,0.99,25876.08,96.46,-0.16,-65.35,78916,0,0.27,1072,0,0.84,
321,982,1.62,8.18,0,0,0.99,24965.32,96.82,-0.16,-65.31,77103,0,0.27,1065,0,0.99,
322,973,1.89,10.65,0,0,0.99,24061.18,97.18,-0.16,-65.28,75014,0,0.27,1055,0,1.17,
323,961,2.19,13.5,0,0,0.99,23166.16,97.53,-0.16,-65.24,72626,0,0.27,1043,0,1.39,
324,946,2.52,16.62,0,0,0.99,22300.6,97.87,-0.16,-65.21,69986,0,0.26,1028,0,1.64,
325,926,2.89,20.19,0,0,0.99,21397.81,98.22,-0.16,-65.18,66860,0,0.26,1008,0,1.95,
326,905,3.25,23.6,0,0,0.99,20581.99,98.54,-0.16,-65.15,63699,0,0.26,986,0,2.27,
327,878,3.62,27.21,0,0,0.99,19737.01,98.86,-0.16,-65.12,60093,0,0.26,959,0,2.67,
328,849,3.98,30.65,0,0,0.99,18933.75,99.17,-0.16,-65.09,56362,0,0.26,930,0,3.11,
329,816,4.31,33.84,0,0,0.99,18158.62,99.46,-0.16,-65.06,52501,0,0.25,897,0,3.62,
330,781,4.59,36.57,0,0,0.99,17429.12,99.74,-0.16,-65.03,48667,0,0.25,862,0,4.17,
331,742,4.83,38.82,0,0,0.99,16704.08,100.01,-0.16,-65.01,44709,0,0.25,824,0,4.8,
332,702,4.98,40.29,0,0,0.99,16029.15,100.26,-0.16,-64.98,40942,0,0.24,784,0,5.48,
333,662,5.04,40.85,0,0,0.99,15391,100.49,-0.16,-64.96,37367,0,0.24,744,0,6.21,
334,621,5.02,40.64,0,0,0.99,14790.07,100.71,-0.16,-64.94,34043,0,0.23,703,0,6.99,
335,581,4.93,39.76,0,0,0.99,14226.08,100.91,-0.16,-64.92,31003,0,0.23,664,0,7.81,
336,542,4.97,40.06,0,0,0.99,13708.64,101.09,-0.16,-64.9,28260,0,0.22,626,0,8.65,
337,500,5.2,42.26,0,0,0.99,13208.01,101.27,-0.16,-64.89,25536,0,0.22,584,0,9.54,
338,456,5.38,44.05,0,0,0.99,12756.84,101.42,-0.16,-64.87,23003,0,0.21,542,0,10.42,
339,413,5.33,43.51,0,0,0.99,12346.26,101.56,-0.16,-64.86,20704,0,0.21,500,0,11.3,
340,372,4.98,40.05,0,0,0.99,11982.27,101.68,-0.16,-64.85,18780,0,0.2,461,0,12.14,
341,336,4.4,34.32,0,0,0.99,11640.03,101.79,-0.16,-64.84,17164,0,0.2,426,0,12.98,
342,307,3.47,25.26,0,0,0.99,11335.1,101.89,-0.16,-64.83,15965,0,0.19,399,0,13.78,
343,291,2.17,12.55,0,0,0.99,11050.33,101.97,-0.16,-64.82,15236,0,0.19,383,0,14.58,
344,283,1.6,7.13,0,0,0.99,10775.47,102.05,-0.16,-64.81,14749,0,0.19,375,0,15.38,
345,279,1.34,4.83,0,0,0.99,10500.43,102.13,-0.16,-64.81,14354,0,0.18,370,0,16.24,
346,276,1.22,3.81,0,0,0.99,10244.5,102.2,-0.16,-64.8,14026,0,0.18,366,0,17.07,
347,273,1.15,3.24,0,0,0.99,9969.35,102.28,-0.16,-64.79,13696,0,0.18,362,0,18.02,
348,271,1.12,2.94,0,0,0.99,9716.79,102.34,-0.16,-64.78,13404,0,0.18,360,0,18.94,
349,269,1.1,2.75,0,0,0.99,9444.4,102.41,-0.16,-64.78,13096,0,0.18,357,0,19.98,
350,268,1.09,2.63,0,0,0.99,9193.94,102.47,-0.16,-64.77,12816,0,0.18,355,0,20.99,
351,267,1.09,2.54,0,0,0.99,8923.58,102.53,-0.16,-64.77,12514,0,0.18,352,0,22.13,
352,265,1.08,2.42,0,0,0.99,8674.92,102.59,-0.16,-64.76,12238,0,0.18,350,0,23.24,
353,264,1.06,2.25,0,0,0.99,8406.35,102.65,-0.16,-64.76,11945,0,0.18,348,0,24.48,
354,263,1.05,2.17,0,0,0.99,8159.08,102.7,-0.16,-64.75,11678,0,0.17,346,0,25.68,
355,262,1.06,2.15,0,0,0.99,7897.02,102.76,-0.16,-64.75,11393,0,0.17,344,0,27,
356,261,1.08,2.19,0,0,0.99,7645.97,102.81,-0.16,-64.74,11116,0,0.17,343,0,28.31,
357,259,1.1,2.26,0,0,0.99,7385.65,102.86,-0.16,-64.74,10822,0,0.17,340,0,29.73,
358,258,1.12,2.33,0,0,0.99,7136.68,102.9,-0.16,-64.73,10537,0,0.17,338,0,31.13,
359,256,1.14,2.4,0,0,0.99,6873.89,102.95,-0.16,-64.73,10231,0,0.17,336,0,32.68,
360,254,1.15,2.45,0,0,0.99,6632.74,102.99,-0.16,-64.72,9946,0,0.17,334,0,34.15,
361,252,1.16,2.49,0,0,0.99,6373.2,103.04,-0.16,-64.72,9637,0,0.17,331,0,35.79,
362,250,1.17,2.52,0,0,0.99,6135.28,103.07,-0.16,-64.72,9351,0,0.17,329,0,37.35,
363,248,1.18,2.54,0,0,0.99,5884.32,103.11,-0.16,-64.71,9048,0,0.17,326,0,39.06,
364,246,1.18,2.54,0,0,0.99,5640.2,103.15,-0.16,-64.71,8751,0,0.17,323,0,40.78,
365,244,1.19,2.54,0,0,0.99,5393.18,103.19,-0.16,-64.7,8450,0,0.17,321,0,42.58,
366,242,1.19,2.53,0,0,0.99,5162.58,103.22,-0.16,-64.7,8169,0,0.17,318,0,44.32,
367,239,1.19,2.51,0,0,0.99,4914.85,103.25,-0.16,-64.7,7865,0,0.17,316,0,46.26,
368,237,1.19,2.49,0,0,0.99,4683.41,103.28,-0.16,-64.69,7582,0,0.17,313,0,48.13,
369,235,1.2,2.46,0,0,0.99,4444.6,103.31,-0.16,-64.69,7289,0,0.16,311,0,50.12,
370,233,1.2,2.44,0,0,0.99,4221.76,103.34,-0.16,-64.69,7017,0,0.16,309,0,52.04,
371,231,1.19,2.4,0,0,0.99,3987.05,103.37,-0.16,-64.69,6730,0,0.16,306,0,54.12,
372,229,1.19,2.37,0,0,0.99,3763.52,103.4,-0.16,-64.68,6456,0,0.16,304,0,56.17,
373,226,1.19,2.33,0,0,0.99,3528.42,103.42,-0.16,-64.68,6170,0,0.16,301,0,58.39,
374,224,1.19,2.3,0,0,0.99,3313.33,103.44,-0.16,-64.68,5907,0,0.16,299,0,60.49,
375,222,1.19,2.27,0,0,0.99,3086.8,103.47,-0.16,-64.68,5632,0,0.16,297,0,62.76,
376,220,1.19,2.24,0,0,0.99,2871.1,103.49,-0.16,-64.68,5370,0,0.16,295,0,64.99,
377,218,1.19,2.21,0,0,0.99,2648.6,103.51,-0.16,-64.67,5099,0,0.16,293,0,67.35,
378,216,1.19,2.19,0,0,0.99,2436.75,103.53,-0.16,-64.67,4842,0,0.16,291,0,69.66,
379,214,1.19,2.18,0,0,0.99,2218.25,103.55,-0.16,-64.67,4577,0,0.16,288,0,72.12,
380,212,1.19,2.17,0,0,0.99,2010.24,103.57,-0.16,-64.67,4325,0,0.16,286,0,74.52,
381,210,1.26,2.75,0,0,0.99,1791.61,103.58,-0.16,-64.67,4054,0,0.16,284,0,77.12,
382,203,1.92,9.22,0,0,0.99,1593.59,103.6,-0.16,-64.66,3714,0,0.16,278,0,79.53,
383,193,1.88,8.81,0,0,0.99,1392.59,103.61,-0.16,-64.66,3307,0,0.16,270,0,82.04,
384,185,1.83,8.31,0,0,0.99,1204.44,103.63,-0.16,-64.66,2954,0,0.16,263,0,84.45,
385,177,1.73,7.31,0,0,0.99,1020.45,103.64,-0.16,-64.66,2634,0,0.16,258,0,86.87,
386,170,1.78,7.74,0,0,0.99,853.85,103.65,-0.16,-64.66,2345,0,0.16,252,0,89.1,
387,160,2.28,12.65,0,0,0.99,685.29,103.66,-0.16,-64.66,1996,0,0.16,244,0,91.4,
388,134,4.65,35.87,0,0,0.99,536.12,103.67,-0.16,-64.66,1459,0,0.16,227,0,93.49,
389,66,6.81,57.09,0,0,0.99,437.05,103.68,-0.16,-64.66,657,0,0.16,190,0,94.91,
390,34,3.7,26.59,0,0,0.99,390.96,103.68,-0.16,-64.66,450,0,0.16,180,0,95.58,
391,18,2.29,12.71,0,0,0.99,365.63,103.68,-0.16,-64.66,383,0,0.16,177,0,95.95,
392,11,1.61,6.01,0,0,0.99,351.77,103.68,-0.16,-64.66,358,0,0.16,176,0,96.15,
393,7,1.25,2.51,0,0,0.99,342.71,103.68,-0.16,-64.66,346,0,0.16,175,0,96.28,
394,6,1.06,0.64,0,0,0.99,336.67,103.68,-0.16,-64.66,338,0,0.16,175,0,96.37,
395,6,1,0.06,0,0,0.99,331.03,103.68,-0.16,-64.66,333,0,0.16,175,0,96.45,
396,5,1.05,0.55,0,0,0.99,325.55,103.68,-0.16,-64.66,327,0,0.16,175,0,96.53,
397,5,1.05,0.57,0,0,0.99,319.74,103.68,-0.16,-64.66,321,0,0.16,175,0,96.61,
398,6,0.94,0.57,0,0,0.99,314.56,103.68,-0.16,-64.66,316,0,0.16,175,0,96.69,
399,6,0.98,0.12,0,0,0.99,308.81,103.68,-0.16,-64.66,310,0,0.16,175,0,96.77,
400,6,1,0.05,0,0,0.99,303.27,103.68,-0.16,-64.66,305,0,0.16,175,0,96.85,
401,5,1.04,0.45,0,0,0.99,297.64,103.68,-0.16,-64.66,299,0,0.16,175,0,96.93,
402,5,0.99,0.05,0,0,0.99,292.58,103.68,-0.16,-64.66,294,0,0.16,175,0,97,
403,5,0.99,0.05,0,0,0.99,287.09,103.68,-0.16,-64.66,289,0,0.16,175,0,97.08,
404,6,1.02,0.25,0,0,0.99,281.75,103.68,-0.16,-64.66,283,0,0.16,175,0,97.16,
405,6,0.97,0.23,0,0,0.99,276.01,103.68,-0.16,-64.66,278,0,0.16,175,0,97.25,
406,5,1.04,0.5,0,0,0.99,270.73,103.68,-0.16,-64.66,272,0,0.16,175,0,97.32,
407,6,0.96,0.33,0,0,0.99,265.14,103.68,-0.16,-64.66,267,0,0.16,175,0,97.4,
408,6,0.95,0.42,0,0,0.99,259.87,103.68,-0.16,-64.66,262,0,0.16,175,0,97.48,
409,5,1.04,0.46,0,0,0.99,254.22,103.68,-0.16,-64.66,256,0,0.16,175,0,97.56,
410,5,0.99,0.03,0,0,0.99,248.97,103.68,-0.16,-64.66,251,0,0.16,175,0,97.64,
411,5,0.97,0.24,0,0,0.99,243.75,103.68,-0.16,-64.66,245,0,0.16,175,0,97.71,
412,5,0.98,0.12,0,0,0.99,238.36,103.68,-0.16,-64.66,240,0,0.16,175,0,97.79,
413,5,1.04,0.47,0,0,0.99,232.75,103.68,-0.16,-64.66,234,0,0.16,175,0,97.88,
414,5,0.96,0.37,0,0,0.99,227.67,103.68,-0.16,-64.66,229,0,0.16,175,0,97.95,
415,6,0.95,0.45,0,0,0.99,222.04,103.68,-0.16,-64.66,224,0,0.16,175,0,98.03,
416,6,0.96,0.3,0,0,0.99,216.75,103.68,-0.16,-64.66,218,0,0.16,175,0,98.11,
417,5,1.02,0.22,0,0,0.99,211.22,103.68,-0.16,-64.66,213,0,0.16,175,0,98.19,
418,5,0.99,0.05,0,0,0.99,206.09,103.68,-0.16,-64.66,208,0,0.16,175,0,98.27,
419,5,0.95,0.48,0,0,0.99,200.61,103.68,-0.16,-64.66,202,0,0.16,175,0,98.35,
420,5,0.95,0.42,0,0,0.99,195.42,103.68,-0.16,-64.66,197,0,0.16,175,0,98.42,
421,6,0.97,0.21,0,0,0.99,189.67,103.68,-0.16,-64.66,191,0,0.16,175,0,98.51,
422,5,1.03,0.38,0,0,0.99,184.36,103.68,-0.16,-64.66,186,0,0.16,175,0,98.58,
423,5,0.99,0.05,0,0,0.99,178.76,103.68,-0.16,-64.66,180,0,0.16,175,0,98.67,
424,5,1.03,0.33,0,0,0.99,173.31,103.68,-0.16,-64.66,175,0,0.16,175,0,98.75,
425,5,1.02,0.22,0,0,0.99,167.69,103.68,-0.16,-64.66,169,0,0.16,175,0,98.83,
426,5,1.02,0.21,0,0,0.99,162.45,103.68,-0.16,-64.66,164,0,0.16,175,0,98.91,
427,5,0.99,0,0,0,0.99,157.03,103.68,-0.16,-64.66,159,0,0.16,175,0,98.99,
428,6,1,0.05,0,0,0.99,151.66,103.68,-0.16,-64.66,153,0,0.16,175,0,99.06,
429,5,0.98,0.09,0,0,0.99,146.08,103.68,-0.16,-64.66,148,0,0.16,175,0,99.15,
430,5,1.06,0.62,0,0,0.99,140.74,103.68,-0.16,-64.66,142,0,0.16,175,0,99.23,
431,5,0.97,0.2,0,0,0.99,135.2,103.68,-0.16,-64.66,137,0,0.16,175,0,99.31,
432,6,1.03,0.31,0,0,0.99,129.83,103.68,-0.16,-64.66,132,0,0.16,175,0,99.39,
433,5,1.08,0.83,0,0,0.99,123.96,103.68,-0.16,-64.66,126,0,0.16,175,0,99.47,
434,5,1.01,0.19,0,0,0.99,118.75,103.68,-0.16,-64.66,120,0,0.16,175,0,99.55,
435,6,0.99,0.07,0,0,0.99,112.92,103.68,-0.16,-64.66,115,0,0.16,175,0,99.64,
436,5,0.99,0.03,0,0,0.99,107.52,103.68,-0.16,-64.66,109,0,0.16,175,0,99.72,
437,5,0.96,0.31,0,0,0.99,102.22,103.68,-0.16,-64.66,104,0,0.16,175,0,99.8,
438,5,1.06,0.59,0,0,0.99,96.79,103.68,-0.16,-64.66,98,0,0.16,175,0,99.88,
439,5,0.99,0.04,0,0,0.99,91.58,103.68,-0.16,-64.66,93,0,0.16,175,0,99.95,
440,5,0.96,0.38,0,0,0.99,86.45,103.68,-0.16,-64.66,88,0,0.16,175,0,100.03,
441,5,0.94,0.52,0,0,0.99,80.97,103.68,-0.16,-64.66,83,0,0.16,175,0,100.11,
442,5,1.04,0.42,0,0,0.99,75.5,103.68,-0.16,-64.66,77,0,0.16,175,0,100.19,
443,6,1,0.08,0,0,0.99,70.1,103.68,-0.16,-64.66,72,0,0.16,175,0,100.27,
444,6,1.04,0.42,0,0,0.99,64.57,103.68,-0.16,-64.66,66,0,0.16,175,0,100.36,
445,5,0.99,0.09,0,0,0.99,59.01,103.68,-0.16,-64.66,61,0,0.16,175,0,100.44,
446,5,1.06,0.61,0,0,0.99,53.7,103.68,-0.16,-64.66,55,0,0.16,175,0,100.52,
447,5,0.97,0.21,0,0,0.99,48.1,103.68,-0.16,-64.66,50,0,0.16,175,0,100.6,
448,5,1,0,0,0,0.99,42.93,103.68,-0.16,-64.66,45,0,0.16,175,0,100.68,
449,5,1,0.05,0,0,0.99,37.25,103.68,-0.16,-64.66,39,0,0.16,175,0,100.76,
450,5,0.99,0.08,0,0,0.99,31.98,103.68,-0.16,-64.66,34,0,0.16,175,0,100.84,
451,5,1,0.06,0,0,0.99,26.28,103.68,-0.16,-64.66,28,0,0.16,175,0,100.93,
452,5,1.03,0.39,0,0,0.99,21.16,103.68,-0.16,-64.66,23,0,0.16,175,0,101,
453,5,1.05,0.56,0,0,0.99,15.56,103.68,-0.16,-64.66,17,0,0.16,175,0,101.09,
454,5,0.95,0.4,0,0,0.99,10.27,103.68,-0.16,-64.66,12,0,0.16,175,0,101.17,
455,5,1,0.01,0,0,0.99,4.94,103.68,-0.16,-64.66,7,0,0.16,175,0,101.25,
456,3,1.63,6.2,0,0,0.99,-0.09,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
457,1,1.01,0.15,0,0,0.99,-0.01,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
458,0,0.91,0.86,0,0,0.99,0.13,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
459,0,1.04,0.47,0,0,0.99,-0.04,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
460,0,0.97,0.22,0,0,0.99,0.04,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
461,0,1,0.08,0,0,0.99,0.01,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
462,0,0.99,0.02,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
463,0,1,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
464,0,1,0.01,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
465,0,0.99,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
466,0,1,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
467,0,1,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
468,0,1,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
469,0,1,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
470,0,1,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
471,0,1,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
472,0,1,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
473,0,1,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
474,0,1,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
475,0,1,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
476,0,1,0,0,0,0.99,0.02,103.68,-0.16,-64.66,0,0,0.16,175,0,101.32,
