Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
419,5,0.98,0.17,0,0,0.99,269.67,121.1,-0.16,-62.99,271,0,0.16,175,0,97.34,
420,5,1.05,0.54,0,0,0.99,264.19,121.1,-0.16,-62.99,266,0,0.16,175,0,97.42,
421,5,0.98,0.11,0,0,0.99,258.95,121.1,-0.16,-62.99,260,0,0.16,175,0,97.49,
422,5,1.03,0.33,0,0,0.99,253.62,121.1,-0.16,-62.99,255,0,0.16,175,0,97.57,
423,6,0.96,0.29,0,0,0.99,248.12,121.1,-0.16,-62.99,250,0,0.16,175,0,97.65,
424,5,0.99,0.08,0,0,0.99,242.65,121.1,-0.16,-62.99,244,0,0.16,175,0,97.73,
425,5,1.04,0.42,0,0,0.99,237.26,121.1,-0.16,-62.99,239,0,0.16,175,0,97.81,
426,5,1,0.03,0,0,0.99,232.1,121.1,-0.16,-62.99,234,0,0.16,175,0,97.88,
427,5,0.97,0.29,0,0,0.99,226.64,121.1,-0.16,-62.99,228,0,0.16,175,0,97.96,
428,6,1,0.05,0,0,0.99,221.29,121.1,-0.16,-62.99,223,0,0.16,175,0,98.04,
429,6,0.95,0.45,0,0,0.99,215.55,121.1,-0.16,-62.99,217,0,0.16,175,0,98.13,
430,5,0.99,0.03,0,0,0.99,210.13,121.1,-0.16,-62.99,212,0,0.16,175,0,98.21,
431,6,1.01,0.12,0,0,0.99,204.59,121.1,-0.16,-62.99,206,0,0.16,175,0,98.29,
432,6,0.99,0.06,0,0,0.99,199.21,121.1,-0.16,-62.99,201,0,0.16,175,0,98.37,
433,6,0.99,0.08,0,0,0.99,193.43,121.1,-0.16,-62.99,195,0,0.16,175,0,98.45,
434,5,0.98,0.1,0,0,0.99,188.25,121.1,-0.16,-62.99,190,0,0.16,175,0,98.53,
435,5,0.98,0.18,0,0,0.99,182.72,121.1,-0.16,-62.99,184,0,0.16,175,0,98.61,
436,5,0.99,0.01,0,0,0.99,177.6,121.1,-0.16,-62.99,179,0,0.16,175,0,98.68,
437,5,0.97,0.2,0,0,0.99,172.16,121.1,-0.16,-62.99,174,0,0.16,175,0,98.76,
438,6,0.95,0.41,0,0,0.99,166.69,121.1,-0.16,-62.99,168,0,0.16,175,0,98.84,
439,6,0.94,0.58,0,0,0.99,161.16,121.1,-0.16,-62.99,163,0,0.16,175,0,98.92,
440,5,1.04,0.49,0,0,0.99,155.88,121.1,-0.16,-62.99,157,0,0.16,175,0,99,
441,5,0.94,0.49,0,0,0.99,150.38,121.1,-0.16,-62.99,152,0,0.16,175,0,99.08,
442,5,0.97,0.28,0,0,0.99,145.22,121.1,-0.16,-62.99,147,0,0.16,175,0,99.16,
443,6,1.02,0.27,0,0,0.99,139.61,121.1,-0.16,-62.99,141,0,0.16,175,0,99.24,
444,6,0.98,0.12,0,0,0.99,133.98,121.1,-0.16,-62.99,136,0,0.16,175,0,99.33,
445,5,1.03,0.37,0,0,0.99,128.43,121.1,-0.16,-62.99,130,0,0.16,175,0,99.41,
446,5,0.97,0.23,0,0,0.99,123.32,121.1,-0.16,-62.99,125,0,0.16,175,0,99.48,
447,6,0.99,0.07,0,0,0.99,117.51,121.1,-0.16,-62.99,119,0,0.16,175,0,99.57,
448,5,1.02,0.21,0,0,0.99,112.1,121.1,-0.16,-62.99,114,0,0.16,175,0,99.65,
449,5,1.01,0.14,0,0,0.99,106.54,121.1,-0.16,-62.99,108,0,0.16,175,0,99.73,
450,5,1,0.01,0,0,0.99,101.34,121.1,-0.16,-62.99,103,0,0.16,175,0,99.81,
451,5,1.03,0.3,0,0,0.99,95.93,121.1,-0.16,-62.99,98,0,0.16,175,0,99.89,
452,5,1.03,0.3,0,0,0.99,90.53,121.1,-0.16,-62.99,92,0,0.16,175,0,99.97,
453,5,1.03,0.32,0,0,0.99,85.01,121.1,-0.16,-62.99,87,0,0.16,175,0,100.05,
454,5,0.97,0.26,0,0,0.99,79.92,121.1,-0.16,-62.99,82,0,0.16,175,0,100.13,
455,5,1,0.08,0,0,0.99,74.29,121.1,-0.16,-62.99,76,0,0.16,175,0,100.21,
456,5,0.97,0.21,0,0,0.99,69.11,121.1,-0.16,-62.99,71,0,0.16,175,0,100.29,
457,5,1,0.04,0,0,0.99,63.66,121.1,-0.16,-62.99,65,0,0.16,175,0,100.37,
458,5,0.98,0.18,0,0,0.99,58.38,121.1,-0.16,-62.99,60,0,0.16,175,0,100.45,
459,5,0.98,0.19,0,0,0.99,53.1,121.1,-0.16,-62.99,55,0,0.16,175,0,100.53,
460,6,0.98,0.19,0,0,0.99,47.68,121.1,-0.16,-62.99,49,0,0.16,175,0,100.61,
461,5,1.04,0.46,0,0,0.99,42.2,121.1,-0.16,-62.99,44,0,0.16,175,0,100.69,
462,5,0.97,0.24,0,0,0.99,36.97,121.1,-0.16,-62.99,39,0,0.16,175,0,100.77,
463,6,0.95,0.47,0,0,0.99,31.42,121.1,-0.16,-62.99,33,0,0.16,175,0,100.85,
464,5,0.94,0.57,0,0,0.99,26.26,121.1,-0.16,-62.99,28,0,0.16,175,0,100.93,
465,5,1.08,0.8,0,0,0.99,20.46,121.1,-0.16,-62.99,22,0,0.16,175,0,101.01,
466,5,1.02,0.27,0,0,0.99,15.17,121.1,-0.16,-62.99,17,0,0.16,175,0,101.09,
467,5,1.04,0.41,0,0,0.99,9.77,121.1,-0.16,-62.99,11,0,0.16,175,0,101.17,
468,5,1,0.03,0,0,0.99,4.58,121.1,-0.16,-62.99,6,0,0.16,175,0,101.25,
469,2,1.84,8.28,0,0,0.99,-0.26,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
470,1,1.02,0.2,0,0,0.99,-0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
471,0,0.94,0.57,0,0,0.99,0.1,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
472,0,1.04,0.46,0,0,0.99,-0.04,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
473,0,0.97,0.22,0,0,0.99,0.04,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
474,0,1,0.08,0,0,0.99,0.01,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
475,0,0.99,0.02,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
476,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
477,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
478,0,0.99,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
479,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
480,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
481,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
482,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
483,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
484,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
485,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
486,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
487,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
488,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
489,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
490,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
491,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
492,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
493,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
494,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
495,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
496,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
497,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
498,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
499,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
500,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
501,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
502,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
503,0,1,0,0,0,0.99,0.02,121.1,-0.16,-62.99,0,0,0.16,175,0,101.32,
